longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.1,34.16,44,2795,496,1235,469,4.2386,283700
-118.1,34.17,44,4505,894,2296,899,3.4811,300500
-118.12,34.17,52,2166,483,1308,467,3.0417,222600
-118.11,34.16,52,3158,459,1229,444,5.4223,325600
-118.11,34.16,52,2489,437,1101,438,4.2065,320300
-118.11,34.16,52,1353,274,852,306,3.4583,239900
-118.1,34.16,46,2863,513,1412,498,5.3272,330200
-118.1,34.15,32,978,227,543,211,3.0096,199000
-118.1,34.15,14,1442,369,782,343,2.7431,177500
-118.08,34.16,42,3490,665,1713,620,4.5461,242400
-118.09,34.15,46,271,74,150,55,2.2321,237500
-118.09,34.15,52,670,141,268,110,3.5568,205000
-118.09,34.15,49,1467,259,688,260,4.3452,260100
-118.09,34.16,45,2199,358,942,353,5.0393,321100
-118.07,34.16,39,1804,265,730,276,6.4761,397500
-118.07,34.16,35,2459,438,970,437,4.2143,369400
-118.07,34.15,45,1095,237,672,234,3.4087,209200
-118.07,34.14,42,3200,685,1668,628,3.375,260400
-118.08,34.15,28,238,58,142,31,0.4999,500001
-118.08,34.14,45,2923,604,1903,560,3.1729,218700
-118.08,34.14,52,1282,189,431,187,6.1159,470800
-118.08,34.13,46,1238,147,377,145,8.4546,500001
-118.08,34.13,35,1897,279,733,291,7.4185,500001
-118.08,34.14,42,2690,589,1149,535,3.88,281100
-118.09,34.14,40,3092,549,1457,536,5.3377,373800
-118.09,34.15,45,1345,356,749,327,2.8007,210900
-118.08,34.13,39,788,128,413,139,5.9546,396700
-118.07,34.13,27,3787,913,1992,853,3.301,251200
-118.08,34.13,28,4465,985,2273,949,3.5671,228500
-118.07,34.12,30,2201,559,1194,531,4.1136,279900
-118.07,34.12,43,1554,287,802,277,4.2312,272600
-117.76,34.71,15,2981,625,1694,540,2.9541,106700
-117.84,34.63,5,6739,1251,4614,1266,4.002,115100
-117.78,34.58,6,10263,1864,6163,1781,3.8803,120000
-117.96,34.71,32,3511,646,1733,510,3.46,123900
-118.09,34.74,34,1218,285,797,248,2.4348,104800
-118.06,34.71,14,2606,514,1228,512,2.5764,150000
-118.09,34.68,4,23386,4171,10493,3671,4.0211,144000
-118.11,34.68,6,7430,1184,3489,1115,5.3267,140100
-118.12,34.69,17,2479,390,1219,363,4.6417,125700
-118.12,34.68,12,5319,875,2439,779,4.6629,131500
-118.13,34.69,34,2156,397,1269,388,2.75,96800
-118.13,34.68,28,718,124,347,121,4.025,102600
-118.1,34.65,33,873,177,425,142,2.67,187500
-118.09,34.71,5,5807,1182,2602,1007,2.4012,159400
-118.1,34.7,5,10356,1647,4562,1427,4.9806,141100
-118.09,34.7,6,4558,804,1543,563,2.8548,138500
-118.1,34.71,16,3914,819,1524,795,2.415,137500
-118.12,34.71,26,4230,823,2789,793,2.5179,104000
-118.12,34.71,46,40,10,14,7,1.125,225000
-118.12,34.7,7,4915,885,2833,874,4.3229,130000
-118.13,34.7,34,1943,500,1078,446,1.1296,93800
-118.13,34.69,32,3670,765,1986,673,3.682,108800
-118.12,34.69,27,3019,501,1580,523,3.7804,113500
-118.14,34.68,31,2666,662,1337,602,2.4432,101100
-118.14,34.69,35,2118,374,1108,360,3.4327,100300
-118.14,34.68,33,2815,485,1447,489,4.2679,119600
-118.14,34.68,25,1703,342,775,309,4.5455,126500
-118.16,34.68,17,2994,832,1571,695,2.5902,85400
-118.15,34.69,32,1300,234,712,249,3.25,107500
-118.16,34.68,9,4303,900,2240,861,3.7807,110900
-118.15,34.67,5,12317,2953,6291,2654,3.5732,146900
-118.14,34.65,20,1257,201,551,186,4.6591,247200
-118.14,34.72,15,2181,361,1057,300,4.625,118100
-118.16,34.71,27,6007,998,2680,882,4.1719,117200
-118.15,34.71,36,1338,250,709,250,3.5625,101400
-118.14,34.71,33,2347,461,1482,374,2.8194,93000
-118.14,34.71,32,1164,248,588,270,1.1917,86900
-118.15,34.71,35,1503,309,842,300,2.5278,97700
-118.14,34.7,36,1205,317,678,290,2.0182,98400
-118.14,34.7,12,1984,614,1071,574,1.2532,102100
-118.15,34.7,36,2696,454,1192,452,3.9615,116300
-118.16,34.7,33,2918,494,1365,478,4.8787,127700
-118.16,34.69,35,3114,583,1974,545,3.9028,126800
-118.14,34.69,34,1439,327,708,298,3.2699,100000
-118.14,34.69,48,1379,327,696,304,2.1167,94900
-118.28,34.76,19,3430,601,1817,571,4.7875,163600
-118.19,34.77,16,2035,370,704,330,2.1979,146400
-118.2,34.69,5,9076,1503,7694,1278,4.875,163400
-118.17,34.69,12,4881,803,2188,724,4.1667,171900
-118.17,34.68,13,5341,773,2288,724,6.6772,185600
-118.19,34.67,8,11275,1822,5731,1692,5.0285,167900
-118.17,34.67,5,8352,1555,3723,1389,4.5659,140300
-118.19,34.65,33,1781,326,913,314,3.9963,126800
-118.17,34.66,9,1561,253,731,233,5.7049,173200
-118.22,34.67,28,2357,408,1162,384,4.3636,179700
-118.23,34.66,25,2627,387,1059,338,3.6382,138200
-118.22,34.66,17,3810,662,1867,586,4.9,152400
-118.21,34.65,17,4001,814,2313,756,3.0441,140100
-118.23,34.65,17,1827,348,766,335,3.5673,136300
-118.27,34.68,19,552,129,314,106,3.2125,185400
-118.29,34.65,18,6893,1372,2837,1221,3.3173,218400
-118.32,34.62,31,1398,273,884,299,4.8409,264900
-118.38,34.58,18,1859,375,913,372,4.3456,148900
-118.61,34.73,25,3080,587,1558,510,5.0839,156700
-118.4,34.7,10,4122,814,2164,710,4.2941,151600
-117.92,34.63,34,81,26,53,14,1.4091,137500
-117.92,34.59,7,681,125,485,104,2.7396,125600
-117.93,34.57,5,5613,1060,3569,999,3.1946,132700
-117.9,34.53,8,3484,647,2169,619,3.9766,135800
-117.96,34.53,10,2907,559,1681,531,3.8594,141000
-117.98,34.53,13,2815,535,1492,491,4.0945,135700
-118.09,34.63,31,1537,416,1239,397,1.9722,99200
-118.02,34.62,38,248,55,261,53,2.1413,96900
-118.18,34.63,19,3562,606,1677,578,4.1573,228100
-118.17,34.61,7,2465,336,978,332,7.1381,292200
-118.16,34.6,2,11008,1549,4098,1367,6.4865,204400
-118.12,34.6,33,2189,497,1459,443,2.3958,94500
-118.15,34.59,33,2111,429,1067,397,3.7344,111400
-118.16,34.6,5,7294,1139,3123,930,4.9904,154100
-118.21,34.56,12,2472,408,1048,380,4.7097,262100
-118.22,34.63,4,14348,2145,5839,1806,5.3799,222400
-118.21,34.64,16,2573,427,1273,426,5.9508,181100
-118.12,34.58,13,2614,650,1949,537,2.0547,102600
-118.13,34.58,29,2370,475,1746,483,3.7464,113500
-118.14,34.57,6,9882,1892,4892,1621,3.7636,167600
-118.12,34.56,5,6446,1154,3427,1104,3.9936,148500
-118.1,34.58,32,1489,306,774,267,3.275,103500
-118.1,34.58,29,2843,603,1517,573,2.6658,106900
-118.1,34.57,7,20377,4335,11973,3933,3.3086,138100
-118.09,34.57,4,9761,1683,4970,1535,4.5266,142900
-118.08,34.58,5,1113,186,631,168,4.1719,146600
-118.07,34.58,34,3416,601,1929,567,4.0147,107400
-118.06,34.58,36,1493,258,899,260,3.86,109300
-118.08,34.58,12,3851,857,2169,811,3.0101,116300
-118.07,34.56,5,10264,1821,5871,1790,4.2329,145500
-118.08,34.56,14,5144,887,2846,824,4.5615,137200
-118.03,34.58,4,9849,1780,4546,1598,4.0729,154300
-118.02,34.57,4,10655,1706,5391,1529,5.083,151300
-118.01,34.55,2,2701,530,1368,430,4.071,137400
-118.08,34.55,5,16181,2971,8152,2651,4.5237,141800
-118.07,34.51,14,2798,459,1236,404,4.8667,239900
-118.37,34.43,11,17339,2866,8721,2803,5.9507,225200
-118.35,34.52,14,3490,592,1710,580,5.9171,333300
-118.22,34.52,7,4524,735,2298,717,6.5538,311600
-118.26,34.5,6,5813,908,2275,790,4.7778,340400
-118.27,34.46,10,2184,405,1119,370,4.7437,294000
-118.13,34.44,10,2726,465,1773,459,4.8295,319100
-117.89,34.49,12,3449,598,1502,540,3.7043,150800
-117.96,34.48,32,1896,342,806,299,4.5769,159400
-117.79,34.45,18,2986,597,1355,472,3.2765,165000
-118.5,34.52,3,6577,1056,3032,1004,5.9263,251800
-118.44,34.5,5,1514,220,1355,215,8.1344,359000
-118.55,34.44,14,15348,2366,7087,2169,6.3277,237700
-118.61,34.59,5,4028,896,2062,826,4.0579,167100
-118.7,34.53,5,14275,2474,7158,2311,5.4284,236300
-118.66,34.43,9,2356,469,1556,386,3.775,155000
-118.59,34.47,5,538,98,8733,105,4.2391,154600
-118.61,34.38,2,5989,883,1787,613,6.6916,329500
-117.86,34.24,52,803,267,628,225,4.1932,14999
-118.12,34.23,52,433,69,147,53,3.9583,162500
-118.29,34.36,34,503,99,275,68,4.5491,375000
-119.53,37.34,26,4047,702,571,199,2.3482,179500
-119.51,37.32,14,362,78,88,39,3.5893,214300
-119.56,37.29,14,2391,451,798,308,3.0924,114600
-119.45,37.21,17,3538,726,1603,629,2.9449,95600
-119.65,37.09,17,1280,254,707,267,3.55,106300
-119.59,37.39,19,3273,611,1164,481,3.5446,106500
-119.66,37.39,10,2106,410,1003,397,2.7813,124100
-119.68,37.35,13,2307,386,925,347,3.1326,119800
-119.72,37.38,16,2131,424,989,369,2.6071,103700
-119.65,37.32,11,2161,448,820,405,2.3565,122300
-119.64,37.31,15,2654,530,1267,489,2.8393,104400
-119.6,37.29,13,1722,325,712,269,2.625,137500
-119.62,37.33,7,3389,621,1268,474,3.0224,147800
-119.91,37.23,17,2171,389,1042,375,3.625,94400
-119.85,37.1,8,828,168,413,146,3.375,80700
-119.68,37.19,10,3113,589,1508,512,2.8167,96100
-119.77,37.19,8,5212,872,2383,857,4.1099,113600
-119.67,37.27,13,5087,981,2284,913,2.7413,123100
-120.31,37.11,38,1696,301,985,278,2.4054,112500
-120.35,37.04,37,1495,292,858,275,2.9306,46300
-120.25,37.04,21,1724,317,1006,290,3.2868,91700
-120.16,37.12,29,1995,392,1261,354,1.9073,79200
-120.27,37.11,18,1277,234,674,238,2.6694,75900
-120.25,37.11,20,2062,466,1285,456,1.5319,50500
-120.26,37.11,33,1097,254,627,253,1.2794,50700
-120.27,37.12,42,1142,236,597,210,1.7279,52300
-120.27,37.12,36,1219,258,639,245,1.9464,57000
-120.27,37.12,17,3328,628,1580,619,2.9861,81500
-120.26,37.13,33,1239,250,648,227,2.0278,58800
-120.43,36.99,16,1027,199,673,193,2.9688,63800
-120.29,36.88,34,1391,297,943,281,2.4219,83900
-120.06,36.95,24,646,134,454,149,2.125,61900
-120.06,36.94,19,901,183,700,190,2.2375,64300
-120.04,36.93,11,3606,699,2074,644,2.6941,63300
-120.05,36.95,18,2287,534,1339,505,2.2527,65200
-120.21,36.98,21,1667,303,861,276,2.6012,92200
-120.16,36.96,18,508,104,393,114,3,156300
-120.11,36.96,17,3344,570,1624,536,3.8952,95300
-120.08,37.06,18,402,76,213,71,1.9063,95800
-120.09,37,11,3761,675,2374,673,3.4598,74600
-120.06,37.02,13,6301,1080,3840,1033,3.5258,84900
-119.94,37.04,14,1636,253,766,225,3.125,88500
-120.09,37.02,9,1608,297,1057,295,3.7143,81600
-119.95,36.96,18,1996,379,1327,356,2.6087,96000
-120.02,36.95,25,2115,482,1976,474,1.8431,53900
-119.9,36.94,11,2513,408,1360,415,4.277,98500
-119.85,36.97,13,2872,477,1607,481,4.475,102400
-119.88,36.93,12,3174,520,1590,488,4.5347,101200
-119.87,36.93,13,1429,209,702,205,4.3625,111800
-120.07,36.98,12,1790,379,1399,397,2.5388,59600
-120.06,36.98,12,2710,575,1724,516,1.4712,60400
-120.05,36.98,16,3705,739,2463,697,2.5288,61800
-120.05,36.97,20,2029,427,983,401,1.8444,47100
-120.06,36.97,38,1542,364,1220,334,1.625,52800
-120.07,36.97,28,1563,403,1564,408,1.5662,48000
-120.07,36.96,34,1457,239,557,226,3.6181,96500
-120.08,36.97,13,3356,589,1458,601,3.8257,94200
-120.1,36.96,20,2100,317,910,274,4.8187,90900
-120.09,36.95,16,3222,511,1425,503,4.1544,119400
-120.08,36.96,36,2074,349,954,363,3.1136,73800
-120.08,36.95,41,1164,211,476,171,2.4196,70700
-120.07,36.97,27,968,240,587,231,1.6071,55000
-120.06,36.97,35,1859,428,1208,399,1.4044,61700
-120.05,36.96,37,1000,261,1092,233,1.4267,52300
-120.05,36.95,31,696,254,913,248,1.4,52500
-120.06,36.96,44,1288,295,723,287,1.6534,61400
-120.07,36.96,42,963,216,471,211,2.2898,66100
-120.07,36.96,32,1268,283,549,273,1.4511,65200
-120.04,36.97,20,2129,526,1845,522,1.8973,51600
-120.04,36.96,23,2126,506,2091,491,1.3713,51800
-120.04,36.95,36,1528,347,1334,304,1.3594,48300
-119.98,36.9,26,1284,239,820,254,2.5833,62300
-119.81,36.92,14,4795,710,2047,640,4.665,121300
-119.98,36.86,31,2366,482,1933,433,3.0234,65000
-120.13,36.87,32,2089,468,1765,427,2.234,61700
-120.19,37.53,25,1470,341,706,283,1.7614,71300
-120.02,37.57,17,2116,425,909,319,2.7188,113100
-119.99,37.51,14,2878,617,1011,509,1.398,103800
-119.95,37.47,32,1312,315,600,265,1.5,91500
-119.98,37.43,12,2776,592,1236,489,2.5551,105000
-120.07,37.34,16,1667,372,762,283,1.75,87500
-120.31,37.64,11,2403,497,890,344,3,120800
-120.15,37.69,13,866,252,369,165,2.875,70200
-120.02,37.72,17,2806,600,990,410,2.3818,88100
-119.81,37.67,24,172,42,79,30,3.8333,93800
-119.82,37.57,13,1713,340,643,241,2.662,92400
-119.9,37.49,13,2230,443,920,361,3,112000
-119.84,37.48,17,2582,553,1087,423,2.5,104200
-119.8,37.5,15,989,184,406,151,3.1771,121900
-119.72,37.46,13,1999,375,750,308,2.875,96000
-119.85,37.39,14,2744,555,1153,474,2.753,111100
-119.55,37.75,30,2165,536,1500,414,3.5391,55900
-119.64,37.61,30,2857,661,291,135,2.6838,164600
-123.15,39.74,23,608,143,281,108,2.9306,70000
-123.24,39.81,25,1435,304,746,259,1.7788,57900
-123.23,39.77,25,2075,435,991,377,1.2281,60300
-123.47,39.8,18,2130,545,863,346,2.3571,79200
-123.5,39.67,22,2124,450,1122,446,2.1793,71500
-123.34,39.5,15,2342,535,1064,433,1.8967,96600
-123.1,39.36,19,1056,248,611,226,1.746,105000
-123.15,39.31,19,1026,205,424,152,2.8833,154200
-123.11,39.32,20,2745,504,1421,430,3.3431,137500
-120.46,37.51,22,2704,497,1432,399,2.9,83100
-120.68,37.47,33,1028,226,658,197,2.3043,66300
-120.75,37.44,27,2295,424,1252,350,3.6182,123200
-120.76,37.44,18,2003,398,1333,411,2.7562,90500
-120.77,37.42,27,949,224,888,241,2.3333,72800
-120.79,37.43,17,2534,517,1764,502,2.8519,80700
-120.79,37.41,35,2436,466,1730,469,2.2071,85900
-120.71,37.39,11,1479,341,1476,327,3.2721,73800
-120.71,37.39,40,680,160,785,175,2.6058,72700
-120.69,37.4,46,860,130,496,147,3.5167,137500
-120.74,37.33,30,2390,470,1409,428,2.1484,81300
-120.75,37.37,32,1656,317,1037,286,2.4964,88800
-120.73,37.38,37,653,176,827,176,1.9236,64400
-120.72,37.38,22,1311,319,1455,340,2.2813,67300
-120.73,37.38,23,1451,292,1052,265,2.8698,72900
-120.71,37.38,14,1979,432,1756,382,2.6923,71400
-120.84,37.4,7,2773,530,1374,505,2.6214,103800
-120.86,37.4,17,3511,636,1904,617,3.1111,113900
-120.84,37.43,32,2892,521,1580,484,3.7784,164500
-120.94,37.4,32,1175,208,774,222,3,109400
-120.88,37.37,24,1294,222,684,221,2.6908,103100
-120.89,37.33,27,2692,481,1518,447,2.0417,94200
-120.64,37.38,21,3157,637,2268,620,2.567,70400
-120.64,37.38,19,2256,449,1469,435,2.5129,84600
-120.65,37.33,25,1731,311,810,266,4.1058,107600
-120.59,37.39,16,4717,1119,3589,1017,2.1061,72800
-120.63,37.41,27,2083,444,1462,479,2.6439,69100
-120.57,37.43,39,2235,412,1268,402,2.6758,74600
-120.6,37.37,10,3075,498,1368,487,4.6667,130100
-120.6,37.36,27,2521,484,1307,456,3.0911,86900
-120.63,37.36,16,1605,282,866,284,4.0694,110200
-120.62,37.35,18,874,203,572,190,1.6833,71000
-120.62,37.36,15,3455,729,2014,659,3.2656,83500
-120.62,37.37,8,2608,428,1530,435,3.968,102100
-120.59,37.36,11,3946,978,2814,953,2.0179,87300
-120.6,37.35,34,1722,316,904,315,2.4653,66100
-120.61,37.35,34,1900,401,1009,385,2.2222,75000
-120.62,37.35,20,1457,372,1000,346,1.4615,69200
-120.61,37.32,18,5009,826,2497,805,4.25,146300
-120.6,37.34,34,1830,431,1304,415,2.1182,68900
-120.61,37.36,16,638,,380,132,1.9135,87500
-120.57,37.35,18,704,176,520,154,3.003,101300
-120.6,37.35,19,3874,676,2441,707,3.2955,88600
-120.59,37.35,15,3249,613,1569,595,3.5393,88000
-120.58,37.36,33,3564,716,2603,696,2.2179,67500
-120.64,37.2,16,2236,438,1361,393,2.0066,125000
-120.55,37.32,21,1410,229,590,205,3.3194,141400
-120.49,37.26,28,2159,416,1283,378,1.8939,83000
-120.5,37.37,18,8606,1678,5303,1644,2.4012,79700
-120.41,37.16,21,1684,341,1052,312,2.0809,95800
-120.51,37.32,13,2109,477,1108,466,2.3099,89600
-120.49,37.32,10,1275,255,620,240,3.0263,118300
-120.5,37.32,13,1936,384,1158,367,2.75,83200
-120.49,37.32,13,3474,927,2149,821,1.9528,85300
-120.48,37.32,13,3641,897,1737,788,2.1418,130600
-120.47,37.32,15,3952,984,2024,1026,2.558,121600
-120.5,37.34,16,1245,231,956,219,3.4559,108000
-120.48,37.34,8,6146,1017,2821,987,4.67,127600
-120.47,37.34,9,2934,511,1227,501,3.6742,117200
-120.43,37.32,16,1170,178,566,181,5.2522,125300
-120.45,37.32,21,1318,202,618,197,4.8214,117800
-120.45,37.32,19,3136,466,1631,484,3.6471,101400
-120.46,37.33,4,786,116,368,109,6.3215,138200
-120.46,37.33,17,6111,1171,2950,1104,3.2852,98800
-120.44,37.31,16,3369,532,1770,574,5.2662,126200
-120.45,37.31,20,4379,753,2055,716,3.7652,133500
-120.46,37.31,26,3170,572,1524,565,3.48,95300
-120.48,37.31,42,2361,512,1684,511,2.355,75600
-120.5,37.31,36,2162,433,1048,451,2.6797,81800
-120.49,37.31,45,1834,421,1405,407,2.0521,72400
-120.48,37.3,49,2919,719,1956,679,1.5427,88500
-120.48,37.3,39,1015,356,875,313,1.5,67000
-120.49,37.3,50,985,309,621,250,1.3125,60900
-120.44,37.31,21,6911,1341,3967,1297,3.0515,95200
-120.46,37.31,35,2042,378,953,356,2.7344,87800
-120.47,37.3,40,3693,771,2102,742,2.1838,75000
-120.46,37.3,36,3346,739,2151,713,2.3095,68300
-120.51,37.29,20,4927,1042,4205,1009,1.7679,79800
-120.5,37.3,29,1572,456,1697,429,1.76,63200
-120.49,37.3,35,1313,324,1350,343,1.75,57600
-120.49,37.29,17,2414,594,2487,582,1.0955,62700
-120.47,37.29,16,749,222,1277,224,1.2054,60900
-120.48,37.29,17,2266,693,3200,664,1.5635,60400
-120.47,37.28,19,1548,319,1227,309,1.7756,73300
-120.49,37.28,11,1721,381,1708,373,1.9535,57100
-120.44,37.28,12,2855,598,1658,586,2.3929,81100
-120.44,37.29,18,1260,268,576,263,1.7222,101500
-120.46,37.29,30,2972,635,1940,590,2.3594,72300
-120.43,37.35,15,1613,203,673,213,5.9378,212200
-120.4,37.3,28,1401,,967,257,1.5917,89400
-120.3,37.34,33,993,186,556,175,2.4286,103600
-120.32,37.29,38,576,,478,112,2.3382,59600
-120.31,37.29,40,1542,341,1283,341,1.6929,55900
-120.31,37.29,36,969,206,732,175,1.5938,57600
-120.32,37.29,9,695,188,810,190,1.6172,56300
-120.25,37.23,34,1656,328,1110,332,2.1845,59900
-120.24,37.21,31,2447,465,1313,352,3.3929,93800
-120.35,37.31,17,605,159,416,83,2,87500
-121,37.25,31,1923,341,806,349,3.1738,97600
-121,37.26,45,1750,371,847,354,1.7062,77400
-121,37.25,21,1937,389,1002,373,2.6087,96200
-121.01,37.25,16,2216,458,1135,424,2.7316,97500
-121.06,37.18,30,2603,507,1491,473,3.0909,123400
-120.89,37.21,25,3301,678,994,306,3.2262,97200
-121.02,37.09,17,1118,270,560,244,2.0216,112500
-121.02,36.94,33,1541,313,880,272,2.5074,117700
-120.77,37.01,28,1689,378,1057,267,3.125,156300
-120.95,37.09,43,1116,222,801,207,2.875,97200
-120.85,37.08,3,3425,611,1588,459,4.1779,147800
-120.85,37.07,16,1795,362,1642,340,2.5363,86300
-120.84,37.07,24,1520,335,882,306,2.2019,100000
-120.84,37.06,14,1506,380,1096,352,1.1301,78500
-120.85,37.06,31,2609,645,1796,629,1.5479,82000
-120.87,37.07,26,2036,401,1343,414,3.6331,88600
-120.87,37.05,29,4176,779,2092,741,2.595,104200
-120.85,37.05,32,2893,481,1198,466,3.1719,140600
-120.84,37.05,8,1944,283,814,276,5.3988,165500
-120.79,37.08,9,97,20,91,22,2.9063,55000
-120.83,37.07,16,3736,761,1942,730,2.5598,120200
-120.82,37.05,15,1385,288,775,255,1.933,140600
-120.65,37.09,22,886,173,595,161,2.4398,150000
-120.61,37.03,34,1841,354,1019,356,1.7841,67500
-120.7,36.99,32,320,73,222,78,2.9271,87500
-120.65,36.98,26,1787,364,1548,362,1.7188,49500
-120.63,36.98,20,2380,489,1581,505,2.0595,61300
-120.64,36.99,23,2363,449,1168,410,2.2794,75700
-120.62,36.99,32,2455,508,1344,492,1.9732,69400
-120.67,37.37,18,164,30,104,32,1.6607,87500
-121.16,41.78,42,2918,576,1182,440,2.1434,44000
-121.18,41.31,22,2124,432,829,313,2.4519,57500
-120.87,41.54,21,1091,208,660,188,2.2321,34600
-120.51,41.35,16,2843,564,892,386,2.5074,69100
-120.48,41.82,20,1367,284,429,181,2.0227,47500
-120.08,41.79,34,1355,262,434,178,2.0903,56100
-120.12,41.4,33,2820,515,976,403,2.6062,52600
-120.55,41.61,22,9047,1831,4276,1622,2.0802,47900
-119.54,38.51,14,1250,272,721,234,2.35,95700
-119.44,38.53,20,1963,434,682,273,1.5817,97800
-119.3,38.26,19,3325,660,750,286,2.9509,114800
-118.98,38.03,15,991,277,419,170,3.5469,82500
-119.07,37.8,12,1736,352,330,123,3.5294,160700
-119.08,37.78,17,1631,335,285,128,2.7656,130000
-118.45,37.7,15,2199,453,899,347,2.35,107800
-118.74,37.58,20,3301,779,1085,448,3.7315,159300
-118.96,37.64,11,3934,697,901,345,4.2381,242700
-119.02,37.64,14,5919,1278,265,112,3.2431,221400
-118.98,37.65,18,1795,416,483,208,4.5375,169800
-118.99,37.65,20,2474,625,338,141,5.01,195500
-118.98,37.64,17,3769,908,1160,453,3.05,188900
-118.97,37.64,13,1907,544,575,234,3.0685,162500
-118.97,37.64,14,2284,622,342,137,3.0921,87500
-118.97,37.64,14,1847,439,238,98,3.6042,137500
-118.99,37.63,10,7744,1573,483,224,3.2917,231800
-120.51,35.91,39,768,162,264,118,5.3245,250000
-122.33,38.38,28,1020,169,504,164,4.5694,287500
-122.4,38.41,20,4867,1015,1725,1015,2.5685,267600
-122.32,38.35,20,3494,549,1673,541,5.5718,185200
-122.36,38.41,18,1808,400,968,370,3.7067,175000
-122.36,38.4,16,2716,546,898,500,2.2536,201200
-122.18,38.35,24,407,68,175,61,6.0266,216700
-122.21,38.41,12,4270,654,1624,598,5.5266,331300
-122.29,38.4,28,2024,340,844,309,4.7833,361100
-122.33,38.39,36,831,122,272,109,6.3427,304800
-122.26,38.36,25,1821,344,349,179,6.9931,398800
-122.52,38.53,35,1227,236,548,207,4.875,336700
-122.48,38.48,29,2278,397,765,322,4.6379,348200
-122.4,38.46,33,2542,466,1099,420,4.635,248500
-122.47,38.51,18,2487,516,980,503,3.5506,187500
-122.47,38.51,25,928,195,413,184,3.4904,196900
-122.48,38.51,49,1977,393,741,339,3.1312,247600
-122.48,38.5,37,3049,,1287,439,4.3125,276500
-122.47,38.5,23,2191,415,959,361,4.1993,214500
-122.45,38.51,18,1297,337,610,312,1.9441,184400
-122.4,38.53,24,1741,289,564,231,3.6118,248400
-122.44,38.57,26,2101,390,2171,360,3.6429,159700
-122.45,38.58,34,2517,483,1324,464,3.0938,189400
-122.47,38.6,20,1036,202,589,194,5.3698,303300
-122.48,38.54,37,1898,359,973,340,4.2096,256600
-122.46,38.53,32,1735,331,785,309,3.6641,275800
-122.27,38.68,18,742,142,343,119,3.1563,98400
-122.26,38.57,22,509,103,139,73,2.1979,152800
